temp(C) wspeed smoist(mm) stemp(F)
6 5.2 326 58
6 5.5 432 70
8 5 346 63
13 5.4 349 66
19 5.3 334 74
9 5.3 391 71
19 5 397 69
9 5.5 354 60
15 5.3 420 59
5 5.1 413 67
7 5 375 67
19 5 415 54
11 5.5 363 61
9 5.1 374 60
19 5.2 356 56
16 5.2 361 60
12 5 419 67
17 5.3 431 59
14 5.4 431 59
19 5.4 440 69
17 5.4 444 54
20 5.1 420 54
15 5.2 422 54
12 5.3 332 63
13 7.3 342 61
13 7.3 354 55
18 5.2 439 56
14 5.3 341 76
5 5.4 377 63
16 5.4 352 58
7 5.4 366 75
15 5.1 416 60
15 5.4 375 63
7 5.4 405 68
14 5.2 445 58
3 5.3 360 63
2 5.4 446 77
3 5.2 379 71
11 5.3 357 71
6 5.3 400 74
12 5.1 355 54
2 5 406 55
2 5.4 418 67
3 5.1 359 57
2 5 383 68
16 5.4 397 74
15 5.5 399 58
9 5.4 403 72
5 5.1 380 55
9 5.5 365 65
18 5.4 333 58
12 5.1 409 65
20 5.1 377 74
15 5.2 436 70
6 5.2 358 60
13 5.2 377 71
20 5.1 393 58
8 5.1 377 67
12 5.4 346 66
12 5.3 355 65
13 5.4 387 74
16 5.3 354 65
12 5.1 346 75
16 5.5 339 55
5 5.4 366 55
19 5.3 404 69
12 5.2 382 58
6 5.5 403 59
8 5.3 411 76
5 5.1 447 61
6 5.4 358 71
20 5 343 77
9 5.2 446 65
8 5 355 65
7 5 419 57
15 5.1 339 70
9 5.1 377 62
17 5.1 353 65
7 5.3 385 64
16 5.5 356 68
19 5.3 172 68
16 7.4 176 68
9 7 145 64
19 7.2 177 72
12 7.2 175 77
11 7.2 448 75
15 5.5 345 76
17 5.2 332 48
18 5 423 49
6 5.5 330 50
20 5.4 353 46
20 5.2 378 46
13 5.5 364 46
17 5.2 383 57
15 5 389 71
16 5.5 337 75
7 5 373 71
9 5 436 77
16 5.3 348 71
14 5 440 70
6 5.4 366 56
16 5.1 422 77
11 5.1 359 77
13 5.3 429 72
13 5.4 422 54
16 5 446 55
14 5.1 374 62
18 5 340 61
17 5.2 342 72
5 5.1 397 75
19 5.2 420 71
16 5.2 419 68
9 5 401 56
20 5.4 384 74
15 5.5 341 55
15 5.1 375 77
6 5.2 343 76
20 5 404 71
8 5.4 365 75
12 5.5 352 64
8 7 363 71
17 7.5 338 66
5 5.2 423 55
10 5.2 365 57
10 5.4 381 58
7 5.4 395 66
17 5.4 447 74
6 5.5 350 55
6 5 424 63
15 5.4 343 68
19 5.5 414 60
2 5.2 397 72
3 5.4 333 55
3 5.4 404 73
13 5.3 359 54
6 5.5 336 58
6 5 350 66
2 5 380 76
2 5.1 400 59
2 5.4 407 68
3 5.3 325 62
7 5 331 71
5 5.4 436 70
9 5.2 435 69
16 5.3 384 71
18 5.2 440 58
6 5.3 385 65
16 5 409 59
13 5.1 330 59
20 5.5 361 66
11 5.5 416 56
13 5.2 386 74
14 5.3 418 55
18 5.1 392 77
9 5 448 68
7 5.5 434 74
11 5.1 414 60
17 5.2 353 71
12 5.5 370 57
13 5.1 425 74
11 5.3 417 63
6 5.1 363 73
9 5.1 443 67
10 5.5 370 60
20 5.4 435 68
15 5.4 385 62
5 5.4 438 55
13 5.5 428 68
6 5.3 440 73
19 5 353 61
6 5.5 430 69
20 5 364 63
6 5.5 379 74
17 5.2 387 71
9 5.3 385 57
16 5.3 353 57
19 5.1 185 68
16 7 146 62
13 7 159 66
15 7.4 160 60
8 7.4 192 71
16 7.3 426 71
7 5.5 341 57
12 5.2 337 52
8 5.5 442 54
12 5.3 402 47
10 5.5 398 47
10 5.2 372 46
20 5.2 413 46
20 5.3 337 56
20 5.2 334 69
5 5.5 447 59
14 5.4 373 62
10 5 354 62
9 5 338 62
15 5.1 379 54
7 5.1 414 63
11 5.3 341 64
9 5 445 74
17 5.5 355 58
6 5.1 435 58
15 5.1 450 61
15 5.3 355 54
7 5.4 365 63
10 5 361 74
13 5.4 413 77
17 5.3 340 72
6 5.1 389 71
6 5.3 372 62
11 5 407 60
13 5.3 336 60
13 5.5 416 76
7 5.2 362 69
14 5.3 439 77
7 5.5 392 61
5 5.4 374 69
9 7.1 397 62
20 7.2 368 66
5 5.1 429 64
6 5.2 449 70
16 5.3 328 74
10 5.2 374 70
15 5.5 334 66
18 5.2 444 69
13 5.4 375 55
16 5.2 386 77
5 5.5 446 54
3 5.5 377 66
3 5 424 65
2 5.2 375 62
6 5.5 344 72
11 5.1 384 64
6 5 442 68
3 5 328 67
3 5.4 383 67
3 5.4 337 57
2 5 331 59
8 5.4 370 77
16 5.5 359 59
17 5.4 447 59
11 5.5 343 70
7 5.5 334 75
19 5.1 413 69
14 5.3 401 62
9 5.1 410 70
14 5.5 372 69
17 5.1 403 62
19 5 349 59
12 5.3 441 54
17 5.3 426 56
16 5.2 409 71
13 5.3 327 77
12 5.4 413 61
9 5.2 397 54
18 5.1 432 61
18 5.2 329 62
7 5.4 382 59
14 5 402 58
7 5.5 387 63
7 5 387 59
16 5.3 383 58
7 5 327 77
9 5.5 341 59
7 5.3 380 65
19 5.3 377 65
6 5.4 449 67
12 5.3 353 58
20 5 414 61
5 5 438 60
17 5.3 438 70
18 5.3 388 56
13 5.1 402 67
9 5 185 56
14 7.2 159 77
14 7.5 199 75
20 7 129 58
10 7 127 66
7 7.5 344 54
18 5.3 448 76
18 5.3 339 49
12 5.5 433 46
9 5.4 399 53
18 5.3 436 50
20 5.5 346 50
17 5.3 412 54
19 5.1 388 55
18 5.2 331 56
5 5.3 377 63
19 5.4 439 61
18 5.2 423 56
5 5.1 385 60
16 5.2 357 75
19 5.5 384 63
17 5.3 430 65
16 5.4 336 73
16 5.2 433 67
18 5 367 60
18 5.1 421 67
7 5 439 66
18 5 362 70
7 5.3 370 69
10 5 325 70
7 5 365 65
7 5 433 71
15 5.4 365 54
19 5.3 334 62
9 5.4 373 73
7 5.5 403 68
10 5 363 69
7 5.3 360 72
15 5.2 431 72
15 5.1 340 76
13 7.4 429 72
15 7 389 69
5 5.4 377 54
16 5.3 427 56
17 5.2 334 66
5 5.2 423 60
12 5.3 359 60
18 5.2 376 64
20 5.2 341 63
8 5.4 352 56
17 5.1 386 59
2 5.1 387 59
3 5.2 395 70
3 5.1 374 77
7 5.5 360 72
17 5.3 343 57
12 5.3 353 59
2 5.4 380 72
2 5.4 329 76
2 5.2 357 67
3 5.4 330 68
18 5.5 407 77
19 5.2 406 71
8 5.4 415 68
17 5.4 403 74
12 5.2 332 57
19 5.2 441 59
14 5 361 60
13 5.1 352 75
5 5 444 75
18 5.2 366 56
7 5.3 355 65
5 5.4 410 76
9 5.2 340 70
6 5 410 72
19 5.2 373 65
8 5.3 380 54
6 5.3 423 67
5 5.5 449 67
15 5.1 421 59
20 5.1 427 62
5 5.5 339 70
20 5.1 440 67
5 5 440 66
15 5 399 76
18 5.1 341 58
12 5.1 326 55
11 5.3 370 67
18 5.4 405 73
8 5 414 74
16 5.1 439 67
20 5 351 62
17 5.4 428 57
12 5.2 441 65
5 5.1 395 59
11 5 334 71
15 5 160 71
15 7.4 137 71
9 7.1 183 54
14 7 129 62
6 7.3 121 73
19 7.3 393 63
18 5 401 58
9 5.3 425 51
10 5.2 443 47
14 5.2 366 48
18 5.5 328 54
12 5.2 388 55
15 5.3 416 47
20 5.4 367 63
18 5.5 394 73
14 5.3 382 75
6 5.3 418 67
8 5.1 439 68
12 5.4 409 61
19 5.4 449 71
7 5.5 448 61
16 5.2 449 63
11 5.3 326 72
12 5.1 449 66
15 5.2 419 74
9 5.4 335 70
11 5 439 58
12 5.3 375 59
17 5.2 343 76
5 5.2 435 60
16 5.3 337 66
9 5.4 337 65
15 5.1 330 62
19 5.1 423 64
16 5.4 440 54
6 5.2 354 75
19 5.5 376 57
14 5.5 448 56
14 5.4 337 77
19 5.3 388 69
5 7.5 418 57
17 7.3 410 71
15 5.1 366 67
10 5.2 412 66
17 5.1 337 77
14 5 334 72
5 5.1 335 76
7 5.4 332 54
5 5 343 54
16 5.2 425 64
11 5.1 434 60
2 5.3 341 56
3 5.3 413 58
3 5.5 425 58
15 5.4 333 62
19 5.1 344 54
5 5.3 405 72
3 5.4 371 74
2 5.5 354 62
2 5.3 408 57
2 5.3 439 75
18 5.2 380 73
19 5.3 438 64
6 5.2 446 56
18 5.4 400 67
5 5.5 334 65
14 5.4 370 69
14 5.4 372 76
9 5.2 330 71
12 5.1 388 77
5 5.5 428 77
12 5.1 381 64
6 5.3 395 65
20 5.2 446 64
6 5.4 409 67
12 5.4 331 66
14 5.5 433 71
9 5.5 390 71
20 5.3 365 75
7 5 380 72
19 5.2 381 59
7 5.3 421 76
10 5.4 332 77
13 5 330 73
11 5.4 347 60
20 5.3 327 67
13 5.3 435 73
20 5.5 392 63
10 5.3 436 63
5 5.1 390 55
12 5 433 57
8 5.2 354 62
11 5.2 371 76
6 5.3 350 57
14 5.3 326 57
9 5.4 326 55
9 5.4 120 65
16 7.2 129 58
14 7.5 157 56
9 7.2 166 64
10 7.4 150 65
16 7.3 370 57
10 5.2 364 62
9 5 370 52
18 5.5 397 50
6 5.2 388 52
6 5.3 373 53
14 5.1 423 45
7 5.3 350 48
5 5.4 443 71
8 5.4 396 61
8 5.4 330 63
11 5.5 350 62
18 5 433 59
9 5.5 383 63
18 5.1 449 67
10 5.4 389 69
5 5.2 393 58
14 5.2 370 75
18 5.1 373 74
9 5.1 400 58
13 5.1 386 75
9 5.3 436 66
11 5.1 339 69
6 5.5 355 59
7 5.4 410 57
18 5.1 357 71
12 5.4 406 63
6 5.5 351 70
6 5.4 338 77
5 5.4 362 61
12 5.1 394 67
11 5.3 345 68
8 5 407 77
5 5.5 353 75
18 5.4 412 56
11 7 413 61
13 7.2 448 75
6 5.2 362 57
20 5.5 399 77
19 5.1 445 69
9 5.5 416 57
10 5.4 410 65
12 5.2 359 62
19 5 359 57
5 5.2 337 64
8 5.4 447 55
2 5.5 331 68
3 5 383 56
2 5.1 344 75
6 5.2 431 64
7 5.3 351 66
14 5.3 448 72
2 5.1 353 64
2 5.2 405 73
2 5.1 444 72
3 5.1 371 71
7 5 352 63
5 5.2 367 64
11 5.3 418 76
5 5.5 342 73
10 5.1 366 74
16 5.5 392 67
16 5.5 360 72
20 5.4 413 60
19 5.2 428 59
8 5.5 399 68
7 5.5 383 66
6 5.5 407 62
13 5.5 337 67
14 5.2 347 76
9 5.2 352 57
20 5.5 370 58
10 5.2 422 65
9 5 382 71
6 5 330 58
9 5.1 364 71
6 5.2 344 66
14 5.3 359 68
7 5 375 72
17 5.3 385 67
5 5.3 368 55
19 5.1 336 59
12 5.4 390 63
16 5.3 416 61
20 5.4 350 67
16 5.1 399 61
13 5.2 413 57
8 5.3 363 64
13 5.5 382 74
17 5.4 329 67
19 5 342 68
12 5.4 187 74
13 7 183 73
18 7.5 130 73
10 7.1 181 68
13 7.2 193 72
18 7.3 410 69
20 5 419 58
11 5.5 353 52
6 5.1 357 48
12 5.4 385 48
10 5.1 325 48
14 5 369 55
16 5.1 409 53
12 5.1 369 76
12 5.3 415 71
10 5.1 424 76
5 5.4 327 75
17 5.1 412 77
7 5.3 445 61
15 5.2 409 73
16 5.4 330 56
6 5 348 57
8 5 390 77
20 5.1 349 76
10 5.4 439 62
9 5.1 394 75
8 5.2 372 67
15 5.3 399 71
5 5.5 416 76
11 5 429 71
10 5.3 374 77
6 5.2 450 72
13 5.5 354 73
9 5.5 342 74
12 5.3 358 64
20 5.2 420 54
20 5 340 72
7 5.3 387 67
5 5.1 378 55
8 5.4 406 56
9 7.1 374 57
18 7.2 357 55
6 5.1 444 71
17 5 359 59
18 5.4 371 65
5 5.5 393 69
12 5.1 414 67
8 5.1 384 75
16 5.1 362 56
16 5 402 55
8 5 361 67
3 5 417 60
3 5 373 75
2 5 356 76
18 5.4 362 62
18 5.4 416 57
13 5.2 435 68
3 5.1 425 55
3 5.3 410 58
2 5.3 401 59
3 5 418 75
10 5.2 416 72
14 5.2 337 59
14 5.4 366 71
16 5.5 378 68
6 5.3 346 73
11 5.4 428 65
11 5.5 418 66
12 5 406 73
7 5.4 339 70
11 5.3 429 67
13 5.2 356 75
9 5.5 420 63
16 5.5 375 57
16 5.1 428 59
15 5.5 422 65
16 5.4 397 58
11 5.3 402 59
14 5.5 358 68
15 5.2 423 56
13 5 426 54
15 5.2 437 61
7 5.5 365 76
6 5.4 374 70
7 5.1 376 76
14 5.2 423 74
12 5.4 364 62
5 5.4 387 76
11 5.1 447 70
13 5.2 409 75
18 5.2 409 54
6 5.1 439 66
17 5.5 405 69
20 5 401 64
13 5.4 337 73
14 5.2 440 61
14 5.3 190 57
15 7.5 176 63
8 7.1 194 71
18 7.5 139 76
20 7.5 178 69
20 7 427 72
17 5.2 397 62
7 5.1 371 52
13 5.4 364 55
15 5.3 392 54
11 5.1 347 47
11 5 444 50
5 5.4 405 51
18 5.4 399 71
20 5.5 415 58
19 5 363 76
8 5.1 387 69
11 5.2 388 65
7 5.2 380 72
11 5 403 57
15 5.3 390 54
8 5.4 384 65
15 5.4 405 54
13 5 340 74
12 5.4 372 63
9 5.5 415 74
10 5.1 429 70
13 5.5 433 57
16 5 414 69
8 5.5 371 72
19 5.4 349 58
16 5.4 392 56
8 5.5 379 68
11 5.4 390 55
7 5 377 73
12 5.2 393 56
7 5.4 367 73
18 5 445 59
8 5.5 382 76
17 5.4 445 73
13 7.1 403 71
9 7.3 331 73
5 5.5 439 55
9 5.4 332 60
12 5.4 431 54
17 5 417 60
10 5 361 70
13 5.3 378 70
19 5.2 404 70
6 5.2 332 69
18 5 332 65
2 5.2 446 59
2 5 339 73
3 5.5 437 75
10 5.1 353 61
18 5 402 76
9 5.4 361 58
2 5.4 339 69
3 5.2 357 56
2 5 421 61
3 5.5 423 72
11 5.2 326 76
12 5.4 390 70
20 5.1 328 58
17 5.3 391 68
19 5.2 423 69
5 5.2 358 59
11 5.2 345 73
5 5.1 415 56
6 5.4 353 55
5 5.4 419 64
12 5.4 390 72
9 5.2 355 54
10 5.5 412 64
5 5.5 381 76
10 5.3 351 66
6 5.5 429 56
20 5 343 54
8 5.5 410 56
18 5.4 445 70
17 5.3 366 70
18 5.4 429 75
20 5.1 334 56
7 5.1 374 71
7 5.5 368 57
20 5.5 378 56
13 5.2 448 61
13 5 356 60
6 5 437 75
10 5.3 405 77
20 5.2 369 77
5 5.4 428 75
16 5.3 376 77
18 5.5 374 66
12 5 356 54
13 5 333 56
15 5.5 193 74
9 7.5 171 54
19 7.5 161 54
5 7 146 60
5 7.5 134 58
8 7.1 437 65
16 5.4 435 58
16 5.5 373 49
16 5.3 414 49
5 5.1 369 51
5 5.4 433 54
17 5.3 403 49
6 5 391 50
14 5.1 329 61
16 5.5 417 65
12 5.3 386 77
9 5.1 381 69
8 5.4 441 57
8 5.2 379 57
8 5.3 347 66
17 5 407 75
16 5.3 423 72
19 5.1 434 68
12 5.5 381 73
6 5.3 431 64
15 5.3 374 71
9 5 434 74
13 5.4 433 63
16 5.1 400 54
19 5.1 407 64
17 5.2 351 67
20 5.5 414 71
18 5.3 367 54
18 5.4 394 55
6 5.4 413 59
10 5.5 355 60
11 5.2 395 62
8 5 449 63
10 5.2 415 66
7 5.4 399 60
11 7 357 65
6 7 334 68
20 5.1 446 71
8 5.1 435 62
9 5 326 64
19 5.1 411 55
6 5.2 441 54
5 5.3 403 66
15 5.1 435 74
17 5.1 428 65
8 5.4 397 58
2 5.3 365 54
2 5.1 342 71
3 5.4 446 72
5 5.1 414 55
16 5.4 343 76
9 5.1 402 74
3 5.5 356 54
3 5.1 375 62
2 5.1 382 60
2 5.3 352 66
18 5.1 411 76
20 5.1 434 66
13 5 393 67
10 5.4 393 76
7 5.4 351 72
15 5.1 382 65
10 5.2 351 73
17 5.2 336 72
20 5.5 421 68
7 5.2 401 74
15 5.4 418 73
5 5.4 341 71
9 5.1 396 66
16 5.2 377 58
18 5.3 427 68
19 5.4 338 63
17 5.5 386 56
13 5.5 388 70
19 5.3 378 65
6 5.2 343 62
6 5.2 406 56
18 5.3 356 67
11 5.4 383 69
10 5.5 395 58
13 5.2 435 55
14 5.4 409 54
18 5.2 447 76
11 5.2 329 54
14 5.4 374 54
19 5.1 348 61
11 5 365 58
13 5.2 430 64
18 5.1 416 75
17 5.4 411 66
8 5.5 405 54
20 5.3 150 54
11 7.5 170 71
13 7.3 161 76
14 7.1 152 70
15 7.2 128 54
10 7.4 397 55
15 5.1 370 57
17 5.1 367 45
14 5.4 409 55
19 5.4 444 53
9 5.2 450 45
18 5.5 358 49
7 5.5 355 52
15 5.2 408 61
12 5.2 424 72
19 5.5 387 69
9 5.1 368 69
20 5.4 368 62
7 5 354 73
13 5 328 62
16 5.2 381 74
19 5.3 360 65
8 5.3 419 66
12 5.2 349 65
12 5.3 386 74
17 5.5 332 75
9 5.3 379 56
15 5.3 449 76
7 5.5 434 59
12 5.3 428 70
11 5.3 423 61
17 5.2 431 56
9 5.5 361 77
17 5 373 76
10 5.2 354 57
15 5.3 445 66
15 5.4 442 63
17 5.3 449 74
5 5.4 419 73
17 5.3 328 77
5 7.4 373 58
5 7.3 439 75
6 5 411 69
7 5.3 331 68
19 5.3 442 65
20 5 367 74
19 5.5 340 73
9 5.3 414 63
9 5.4 440 76
17 5 384 71
11 5.3 340 70
2 5 341 68
2 5.4 447 76
2 5.4 414 63
17 5.2 332 58
8 5.5 330 65
7 5.1 371 58
3 5.3 358 69
3 5.1 401 63
2 5 326 71
2 5.2 334 65
11 5.2 393 69
7 5.2 383 75
6 5.4 341 72
12 5.2 364 60
14 5.4 435 59
12 5.4 427 69
16 5.3 352 75
5 5.4 406 55
10 5.1 421 65
13 5.4 399 54
19 5.4 410 71
17 5.4 386 65
8 5.5 365 60
14 5.4 446 73
20 5.1 421 55
15 5.4 436 62
14 5.4 331 65
19 5.3 327 73
9 5.4 400 74
18 5.2 337 54
15 5.5 421 55
16 5 421 59
17 5.4 328 77
11 5.3 384 75
10 5.3 449 71
5 5.3 392 66
14 5.4 410 70
13 5.4 348 54
18 5.4 332 71
20 5.2 387 64
19 5.4 355 54
5 5.5 374 57
18 5.3 326 65
19 5.2 397 68
12 5.5 370 68
18 5.2 188 72
14 7 184 68
5 7.5 191 60
16 7.4 181 70
10 7.2 167 77
6 7 381 73
11 5.4 357 59
17 5.5 449 50
9 5.1 442 51
13 5.1 418 51
19 5.1 435 52
5 5.4 358 45
10 5.2 358 53
19 5.3 395 67
7 5.4 382 74
12 5.5 439 59
7 5.2 368 58
11 5.2 362 60
6 5.4 389 69
20 5.4 340 57
12 5.4 423 77
6 5 441 62
5 5.4 382 72
6 5.3 417 72
7 5 350 77
20 5.1 392 74
13 5.4 424 67
10 5 385 67
15 5 428 73
14 5.4 362 65
13 5 378 73
8 5.5 442 68
17 5.2 421 72
8 5.5 333 76
10 5.2 430 71
6 5.4 419 67
8 5.3 439 71
6 5.3 406 59
10 5 438 71
6 5.1 395 76
6 7.3 345 58
9 7.1 415 61
16 5.5 347 66
10 5.1 415 55
15 5.4 343 62
20 5.5 393 64
17 5.2 335 72
13 5.5 371 73
10 5 442 68
11 5.2 448 59
8 5.2 381 63
3 5 442 64
3 5.2 426 76
3 5.1 369 68
9 5.2 366 58
13 5.1 448 58
8 5.3 432 68
3 5.3 360 59
2 5.4 415 65
3 5.3 325 75
2 5.2 434 69
8 5.5 361 70
10 5.3 361 61
15 5.5 366 68
8 5.1 388 56
9 5.4 441 54
7 5.4 447 61
5 5.3 366 65
20 5.2 394 72
14 5 364 72
14 5 379 65
14 5.4 445 71
5 5.5 345 66
19 5.3 339 71
7 5.2 368 64
17 5.1 327 62
18 5.2 327 70
12 5 385 55
13 5.4 406 67
16 5.4 355 61
12 5.4 401 68
12 5.2 446 76
13 5.4 342 59
9 5.3 392 70
20 5.1 411 65
5 5.5 450 60
10 5.4 431 58
13 5.5 379 68
13 5.3 424 72
12 5.4 431 58
20 5.5 412 63
5 5 429 73
15 5.3 447 69
20 5.5 348 60
7 5.5 347 69
8 5 328 61
11 5.2 200 56
18 7.3 195 73
14 7 191 68
17 7.4 192 61
17 7.4 190 70
16 7.5 428 57
14 5.1 442 58
13 5.1 361 45
14 5.3 448 50
10 5.3 384 54
10 5.4 428 49
14 5.1 407 48
8 5.5 402 51
20 5.2 439 57
9 5.5 350 70
13 5.5 385 72
18 5.1 366 66
14 5.5 332 56
7 5.3 345 66
13 5 331 58
16 5.4 384 75
5 5.4 346 58
17 5.2 337 75
6 5.4 432 66
15 5.1 382 65
16 5.1 407 67
6 5.2 336 72
10 5.1 325 54
19 5.4 438 76
12 5.3 344 65
10 5.3 381 74
10 5 399 60
14 5.5 355 55
7 5.3 359 59
11 5.5 360 65
12 5.4 428 57
6 5.5 448 66
18 5.4 372 56
14 5.4 370 72
14 5.1 355 58
17 7.2 377 54
10 7 332 75
15 5.2 445 60
18 5 380 75
12 5.4 329 56
9 5.2 348 73
5 5.2 350 57
6 5.4 448 68
17 5 331 73
19 5.5 374 71
18 5 450 67
2 5.4 438 59
2 5.5 385 69
3 5.4 444 56
19 5.4 417 65
17 5.4 381 62
7 5.4 443 62
2 5.5 406 74
3 5.4 341 73
3 5.5 336 58
2 5.4 387 54
9 5.4 412 55
7 5.4 449 69
13 5 423 58
18 5.2 405 59
5 5 406 58
7 5.5 410 77
16 5.5 425 57
19 5.1 353 55
12 5.5 354 61
13 5.1 366 56
12 5 343 57
13 5.1 347 55
5 5.4 438 55
16 5 413 56
17 5 418 76
6 5.4 325 76
20 5.5 418 63
9 5.1 450 74
20 5.1 372 76
12 5.1 353 55
11 5.1 393 55
18 5 417 62
9 5.1 331 73
13 5.1 333 55
12 5.2 364 72
12 5.3 429 65
12 5.4 407 75
16 5.2 348 66
12 5.5 428 76
17 5.3 335 54
8 5.3 412 77
15 5.4 361 67
18 5.5 401 59
9 5.1 373 57
17 5.4 442 65
6 5 124 67
11 7.1 199 66
19 7.5 122 60
9 7.5 195 74
8 7.4 140 73
14 7.4 398 54
18 5.1 421 66
10 5.1 351 45
8 5.4 410 53
6 5.3 439 53
14 5 350 54
17 5.4 433 53
6 5.3 438 52
5 5.1 343 57
6 5.2 387 62
15 5.1 382 72
17 5.4 405 60
12 5.3 405 66
19 5.5 425 62
11 5 424 73
13 5 374 74
12 5 350 73
19 5.1 413 69
17 5.5 416 68
16 5.1 385 54
20 5.1 365 61
9 5.2 374 56
15 5.1 421 72
7 5.3 374 71
16 5.4 449 65
20 5.4 358 62
19 5.3 426 70
20 5.5 412 62
14 5.4 402 73
12 5.4 362 54
9 5.1 337 69
15 5 377 61
11 5.1 345 71
17 5.2 337 58
19 5.2 445 59
15 7.5 432 70
17 7.2 338 61
5 5 349 67
19 5.1 447 77
9 5 333 69
6 5.3 368 69
13 5.4 441 55
20 5.2 347 64
15 5.5 445 55
9 5.3 354 57
6 5.2 380 58
3 5.5 396 64
2 5.4 343 69
3 5.5 349 65
16 5.1 436 71
6 5.4 374 76
18 5 372 54
3 5.5 365 74
2 5.4 438 56
3 5.3 377 71
2 5.1 345 71
13 5 394 68
10 5.1 441 69
16 5.2 443 65
18 5.1 425 69
11 5.3 441 71
9 5 411 54
9 5 357 72
6 5.3 424 70
15 5.4 433 75
6 5.3 418 65
10 5.4 371 70
18 5.4 408 77
8 5.2 356 58
18 5.1 440 73
18 5.3 388 66
19 5.1 331 68
13 5 335 71
13 5 421 59
5 5.3 390 54
6 5 434 57
10 5 372 63
20 5.1 432 67
19 5 370 64
12 5.5 397 77
8 5.1 356 73
12 5.1 387 61
8 5.5 328 55
11 5.2 365 54
7 5.2 371 65
17 5.1 331 68
16 5 396 65
13 5 396 76
11 5.5 427 68
18 5.2 380 73
20 5.4 383 75
16 5.4 175 61
10 7.3 181 58
6 7.2 141 75
6 7.5 154 57
15 7.2 134 70
15 7.4 441 68
9 5.5 396 64
14 5 409 55
19 5.1 409 45
20 5.1 385 49
17 5.2 371 53
11 5.2 424 54
6 5.5 445 49
9 5 438 69
12 5.5 367 59
11 5.5 352 60
17 5.5 403 56
7 5.5 389 66
5 5 331 57
9 5.4 399 72
6 5.3 356 60
20 5.5 386 67
8 5 436 57
18 5.5 431 75
18 5 372 68
17 5.5 425 71
20 5.2 397 55
7 5.1 360 62
15 5.2 393 74
11 5.1 357 58
16 5.5 413 77
12 5.5 424 70
13 5 405 63
18 5.5 390 70
20 5.3 412 66
7 5.5 410 57
12 5.3 353 76
14 5 327 59
10 5.2 427 60
13 5 356 70
18 7.5 325 71
8 7.5 337 74
10 5.2 397 72
17 5 350 68
15 5 450 54
18 5.2 436 72
20 5.1 418 57
14 5 415 59
8 5.4 335 77
15 5.2 447 59
10 5.3 380 58
3 5.4 382 71
3 5.1 335 74
3 5.1 368 76
12 5.5 393 69
14 5 327 71
10 5.5 412 54
2 5.4 356 65
2 5 426 66
2 5.3 340 63
3 5.3 337 68
15 5.1 383 66
10 5.1 386 70
20 5.1 412 76
14 5.1 433 58
8 5.4 349 69
10 5 426 65
6 5.1 346 56
19 5.4 374 68
10 5.1 342 55
6 5.3 417 54
18 5 419 55
18 5.4 448 67
8 5.4 389 65
5 5.2 357 76
13 5.1 447 66
13 5.1 330 75
20 5.5 420 58
20 5.2 407 59
15 5.5 411 73
17 5.2 342 58
7 5.2 352 75
11 5.1 365 63
19 5.5 382 77
5 5.1 401 76
17 5.4 338 56
14 5.3 376 71
10 5.4 342 74
6 5.1 378 69
13 5.2 413 71
17 5.5 427 74
17 5.5 345 71
8 5.2 436 62
20 5 415 58
15 5.4 328 58
11 5 440 63
13 5.1 192 76
11 7.3 158 64
11 7.3 123 55
12 7 154 60
7 7.4 179 59
14 7.5 402 60
13 5.4 396 56
7 5 381 47
7 5 432 55
11 5.5 400 51
14 5 394 46
19 5.4 450 45
17 5.3 414 49
10 5.2 332 58
6 5.1 401 60
14 5.4 405 76
6 5.5 354 68
15 5 363 62
15 5.5 426 61
6 5.1 327 65
18 5.1 407 55
12 5 336 65
14 5.3 426 61
13 5.1 448 57
5 5.1 328 55
17 5.5 327 72
15 5.5 436 57
17 5.3 450 54
13 5.5 396 55
6 5.2 430 69
7 5.1 430 68
13 5.2 376 62
15 5.4 447 76
10 5.2 340 71
18 5.1 447 73
9 5.4 389 55
9 5.4 399 71
8 5 335 71
15 5.4 390 66
8 5.4 439 58
18 7.1 351 73
17 7 344 55
16 5.3 391 76
16 5.2 417 75
19 5.2 406 74
5 5.4 444 65
12 5.4 388 65
15 5.1 428 64
17 5 409 64
16 5.5 341 57
14 5.2 328 56
3 5.2 353 67
2 5.2 432 54
3 5.5 444 76
17 5.5 438 67
8 5.5 368 75
16 5.3 363 58
3 5.2 372 67
3 5.3 443 62
3 5.3 354 77
2 5.4 416 69
10 5.1 390 54
11 5 423 55
9 5 365 73
19 5.2 364 73
9 5.1 329 64
17 5 422 77
9 5.1 371 76
12 5 345 75
20 5.2 362 58
19 5.5 366 63
20 5.3 369 55
12 5 376 65
7 5.2 375 62
13 5.3 429 73
13 5.2 400 65
14 5.3 372 73
7 5.5 369 69
11 5.5 351 63
6 5.3 411 64
19 5.4 448 75
20 5.5 365 69
20 5.3 421 63
18 5 327 75
10 5.2 397 71
17 5.3 364 58
8 5.4 388 68
9 5.3 433 56
6 5.1 326 57
20 5.5 413 58
5 5.4 387 54
18 5.5 334 57
17 5.5 366 69
9 5.2 446 66
16 5.1 337 60
6 5.3 418 77
6 5.1 181 77
18 7.2 144 75
16 7.1 132 73
12 7.4 143 74
10 7.1 154 77
10 7.3 340 69
7 5.2 403 69
20 5.5 391 45
15 5 373 53
16 5 402 45
13 5.4 448 52
7 5.4 410 46
18 5.5 406 46
5 5 350 62
9 5 386 58
17 5 349 66
5 5 338 68
16 5.4 387 55
